,id.accession,id.assay name,id.sample name,study.characteristics.organism,study.characteristics.strain,study.characteristics.animal source,study.characteristics.age at launch,study.characteristics.sex,study.characteristics.material type,study.factor value.spaceflight,study.factor value.genotype,investigation.study assays.study assay measurement type,investigation.study assays.study assay technology type,assay.protocol ref,study.parameter value.habitat,study.parameter value.duration,study.parameter value.light cycle,study.parameter value.diet,study.parameter value.feeding schedule,study.parameter value.enrichment material,study.parameter value.euthanasia method,study.parameter value.age at euthanasia,study.parameter value.carcass preservation method,study.parameter value.sample weight,study.parameter value.sample preservation method,study.parameter value.sample storage temperature,study.comment.rfid,study.comment.alsda subject id,study.comment.euthanasia date,study.comment.bsp dissection date,study.comment.source description,investigation.study.comment.Project Identifier,id.assay name_rna,investigation.study assays.study assay measurement type_rna,investigation.study assays.study assay technology type_rna,study.characteristics.organism_rna,library_type,modalities_all,modalities_other,has_other_modalities,has_rna_sequencing_rna_seq,has_single_cell_rna_sequencing,counts_file,counts_path,organ system (new)
2190,OSD-506,OSD-506_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,RR23_SPL_GC_G8,Mus musculus,C57BL/6J,Jackson Laboratory,16-17 {week},Male,Spleen,Ground Control,,transcription profiling,RNA Sequencing (RNA-Seq),,Rodent Flight Hardware (Transporter and Habitat),38 {day},12 h light: 12 h dark. Lights on at 7:00 GMT,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,Hut,"Bilateral thoracotomy with sedation, Cardiac puncture, Inhalation of Isoflurane",,,,RNAlater for 24 hours at 4C,-80 {degree Celsius},,,,,,,OSD-506_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-506_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,data/osdr/raw/GLDS-506_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,
2191,OSD-506,OSD-506_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,RR23_SPL_GC_G9,Mus musculus,C57BL/6J,Jackson Laboratory,16-17 {week},Male,Spleen,Ground Control,,transcription profiling,RNA Sequencing (RNA-Seq),,Rodent Flight Hardware (Transporter and Habitat),38 {day},12 h light: 12 h dark. Lights on at 7:00 GMT,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,Hut,"Bilateral thoracotomy with sedation, Cardiac puncture, Inhalation of Isoflurane",,,,RNAlater for 24 hours at 4C,-80 {degree Celsius},,,,,,,OSD-506_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-506_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,data/osdr/raw/GLDS-506_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,
2192,OSD-506,OSD-506_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,RR23_SPL_VIV_V1,Mus musculus,C57BL/6J,Jackson Laboratory,16-17 {week},Male,Spleen,Vivarium Control,,transcription profiling,RNA Sequencing (RNA-Seq),,Standard Vivarium Cage,38 {day},12 h light: 12 h dark. Lights on at 7:00 GMT,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,Igloo,"Bilateral thoracotomy with sedation, Cardiac puncture, Inhalation of Isoflurane",,,,RNAlater for 24 hours at 4C,-80 {degree Celsius},,,,,,,OSD-506_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-506_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,data/osdr/raw/GLDS-506_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,
2193,OSD-506,OSD-506_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,RR23_SPL_VIV_V2,Mus musculus,C57BL/6J,Jackson Laboratory,16-17 {week},Male,Spleen,Vivarium Control,,transcription profiling,RNA Sequencing (RNA-Seq),,Standard Vivarium Cage,38 {day},12 h light: 12 h dark. Lights on at 7:00 GMT,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,Igloo,"Bilateral thoracotomy with sedation, Cardiac puncture, Inhalation of Isoflurane",,,,RNAlater for 24 hours at 4C,-80 {degree Celsius},,,,,,,OSD-506_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-506_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,data/osdr/raw/GLDS-506_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,
2194,OSD-506,OSD-506_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,RR23_SPL_VIV_V3,Mus musculus,C57BL/6J,Jackson Laboratory,16-17 {week},Male,Spleen,Vivarium Control,,transcription profiling,RNA Sequencing (RNA-Seq),,Standard Vivarium Cage,38 {day},12 h light: 12 h dark. Lights on at 7:00 GMT,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,Igloo,"Bilateral thoracotomy with sedation, Cardiac puncture, Inhalation of Isoflurane",,,,RNAlater for 24 hours at 4C,-80 {degree Celsius},,,,,,,OSD-506_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-506_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,data/osdr/raw/GLDS-506_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,
2195,OSD-506,OSD-506_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,RR23_SPL_VIV_V4,Mus musculus,C57BL/6J,Jackson Laboratory,16-17 {week},Male,Spleen,Vivarium Control,,transcription profiling,RNA Sequencing (RNA-Seq),,Standard Vivarium Cage,38 {day},12 h light: 12 h dark. Lights on at 7:00 GMT,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,Igloo,"Bilateral thoracotomy with sedation, Cardiac puncture, Inhalation of Isoflurane",,,,RNAlater for 24 hours at 4C,-80 {degree Celsius},,,,,,,OSD-506_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-506_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,data/osdr/raw/GLDS-506_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,
2196,OSD-506,OSD-506_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,RR23_SPL_VIV_V5,Mus musculus,C57BL/6J,Jackson Laboratory,16-17 {week},Male,Spleen,Vivarium Control,,transcription profiling,RNA Sequencing (RNA-Seq),,Standard Vivarium Cage,38 {day},12 h light: 12 h dark. Lights on at 7:00 GMT,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,Igloo,"Bilateral thoracotomy with sedation, Cardiac puncture, Inhalation of Isoflurane",,,,RNAlater for 24 hours at 4C,-80 {degree Celsius},,,,,,,OSD-506_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-506_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,data/osdr/raw/GLDS-506_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,
2197,OSD-506,OSD-506_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,RR23_SPL_VIV_V6,Mus musculus,C57BL/6J,Jackson Laboratory,16-17 {week},Male,Spleen,Vivarium Control,,transcription profiling,RNA Sequencing (RNA-Seq),,Standard Vivarium Cage,38 {day},12 h light: 12 h dark. Lights on at 7:00 GMT,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,Igloo,"Bilateral thoracotomy with sedation, Cardiac puncture, Inhalation of Isoflurane",,,,RNAlater for 24 hours at 4C,-80 {degree Celsius},,,,,,,OSD-506_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-506_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,data/osdr/raw/GLDS-506_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,
2198,OSD-506,OSD-506_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,RR23_SPL_VIV_V7,Mus musculus,C57BL/6J,Jackson Laboratory,16-17 {week},Male,Spleen,Vivarium Control,,transcription profiling,RNA Sequencing (RNA-Seq),,Standard Vivarium Cage,38 {day},12 h light: 12 h dark. Lights on at 7:00 GMT,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,Igloo,"Bilateral thoracotomy with sedation, Cardiac puncture, Inhalation of Isoflurane",,,,RNAlater for 24 hours at 4C,-80 {degree Celsius},,,,,,,OSD-506_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-506_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,data/osdr/raw/GLDS-506_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,
2199,OSD-506,OSD-506_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,RR23_SPL_VIV_V8,Mus musculus,C57BL/6J,Jackson Laboratory,16-17 {week},Male,Spleen,Vivarium Control,,transcription profiling,RNA Sequencing (RNA-Seq),,Standard Vivarium Cage,38 {day},12 h light: 12 h dark. Lights on at 7:00 GMT,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,Igloo,"Bilateral thoracotomy with sedation, Cardiac puncture, Inhalation of Isoflurane",,,,RNAlater for 24 hours at 4C,-80 {degree Celsius},,,,,,,OSD-506_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-506_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,data/osdr/raw/GLDS-506_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,
2200,OSD-506,OSD-506_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,RR23_SPL_VIV_V9,Mus musculus,C57BL/6J,Jackson Laboratory,16-17 {week},Male,Spleen,Vivarium Control,,transcription profiling,RNA Sequencing (RNA-Seq),,Standard Vivarium Cage,38 {day},12 h light: 12 h dark. Lights on at 7:00 GMT,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,Igloo,"Bilateral thoracotomy with sedation, Cardiac puncture, Inhalation of Isoflurane",,,,RNAlater for 24 hours at 4C,-80 {degree Celsius},,,,,,,OSD-506_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-506_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,data/osdr/raw/GLDS-506_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,
2201,OSD-511,OSD-511_transcription-profiling_rna-sequencing-(rna-seq)_illumina,RRRM1_MG_FLT_LAR_OLD_FL11,Mus musculus,BALB/cAnNTac,,,Female,mammary gland,Space Flight,,transcription profiling,RNA Sequencing (RNA-Seq),,Rodent Flight Hardware (Transporter and Habitat),39 {day},12 h light/dark cycle,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,Hut,isoflurane anesthesia and euthanized by exsanguination/double thoracotomy,,,,Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-511_transcription-profiling_rna-sequencing-(rna-seq)_illumina,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-511_rna_seq_STAR_Unnormalized_Counts.csv,data/osdr/raw/GLDS-511_rna_seq_STAR_Unnormalized_Counts.csv,
2202,OSD-511,OSD-511_transcription-profiling_rna-sequencing-(rna-seq)_illumina,RRRM1_MG_FLT_LAR_OLD_FL15,Mus musculus,BALB/cAnNTac,,,Female,mammary gland,Space Flight,,transcription profiling,RNA Sequencing (RNA-Seq),,Rodent Flight Hardware (Transporter and Habitat),39 {day},12 h light/dark cycle,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,Hut,isoflurane anesthesia and euthanized by exsanguination/double thoracotomy,,,,Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-511_transcription-profiling_rna-sequencing-(rna-seq)_illumina,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-511_rna_seq_STAR_Unnormalized_Counts.csv,data/osdr/raw/GLDS-511_rna_seq_STAR_Unnormalized_Counts.csv,
2203,OSD-511,OSD-511_transcription-profiling_rna-sequencing-(rna-seq)_illumina,RRRM1_MG_FLT_LAR_OLD_FL3,Mus musculus,BALB/cAnNTac,,,Female,mammary gland,Space Flight,,transcription profiling,RNA Sequencing (RNA-Seq),,Rodent Flight Hardware (Transporter and Habitat),39 {day},12 h light/dark cycle,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,Hut,isoflurane anesthesia and euthanized by exsanguination/double thoracotomy,,,,Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-511_transcription-profiling_rna-sequencing-(rna-seq)_illumina,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-511_rna_seq_STAR_Unnormalized_Counts.csv,data/osdr/raw/GLDS-511_rna_seq_STAR_Unnormalized_Counts.csv,
2204,OSD-511,OSD-511_transcription-profiling_rna-sequencing-(rna-seq)_illumina,RRRM1_MG_FLT_LAR_OLD_FL4,Mus musculus,BALB/cAnNTac,,,Female,mammary gland,Space Flight,,transcription profiling,RNA Sequencing (RNA-Seq),,Rodent Flight Hardware (Transporter and Habitat),39 {day},12 h light/dark cycle,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,Hut,isoflurane anesthesia and euthanized by exsanguination/double thoracotomy,,,,Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-511_transcription-profiling_rna-sequencing-(rna-seq)_illumina,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-511_rna_seq_STAR_Unnormalized_Counts.csv,data/osdr/raw/GLDS-511_rna_seq_STAR_Unnormalized_Counts.csv,
2205,OSD-511,OSD-511_transcription-profiling_rna-sequencing-(rna-seq)_illumina,RRRM1_MG_FLT_LAR_OLD_FL8,Mus musculus,BALB/cAnNTac,,,Female,mammary gland,Space Flight,,transcription profiling,RNA Sequencing (RNA-Seq),,Rodent Flight Hardware (Transporter and Habitat),39 {day},12 h light/dark cycle,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,Hut,isoflurane anesthesia and euthanized by exsanguination/double thoracotomy,,,,Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-511_transcription-profiling_rna-sequencing-(rna-seq)_illumina,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-511_rna_seq_STAR_Unnormalized_Counts.csv,data/osdr/raw/GLDS-511_rna_seq_STAR_Unnormalized_Counts.csv,
2206,OSD-511,OSD-511_transcription-profiling_rna-sequencing-(rna-seq)_illumina,RRRM1_MG_FLT_LAR_YNG_FL14,Mus musculus,BALB/cAnNTac,,,Female,mammary gland,Space Flight,,transcription profiling,RNA Sequencing (RNA-Seq),,Rodent Flight Hardware (Transporter and Habitat),39 {day},12 h light/dark cycle,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,Hut,isoflurane anesthesia and euthanized by exsanguination/double thoracotomy,,,,Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-511_transcription-profiling_rna-sequencing-(rna-seq)_illumina,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-511_rna_seq_STAR_Unnormalized_Counts.csv,data/osdr/raw/GLDS-511_rna_seq_STAR_Unnormalized_Counts.csv,
2207,OSD-511,OSD-511_transcription-profiling_rna-sequencing-(rna-seq)_illumina,RRRM1_MG_FLT_LAR_YNG_FL17,Mus musculus,BALB/cAnNTac,,,Female,mammary gland,Space Flight,,transcription profiling,RNA Sequencing (RNA-Seq),,Rodent Flight Hardware (Transporter and Habitat),39 {day},12 h light/dark cycle,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,Hut,isoflurane anesthesia and euthanized by exsanguination/double thoracotomy,,,,Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-511_transcription-profiling_rna-sequencing-(rna-seq)_illumina,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-511_rna_seq_STAR_Unnormalized_Counts.csv,data/osdr/raw/GLDS-511_rna_seq_STAR_Unnormalized_Counts.csv,
2208,OSD-511,OSD-511_transcription-profiling_rna-sequencing-(rna-seq)_illumina,RRRM1_MG_FLT_LAR_YNG_FL2,Mus musculus,BALB/cAnNTac,,,Female,mammary gland,Space Flight,,transcription profiling,RNA Sequencing (RNA-Seq),,Rodent Flight Hardware (Transporter and Habitat),39 {day},12 h light/dark cycle,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,Hut,isoflurane anesthesia and euthanized by exsanguination/double thoracotomy,,,,Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-511_transcription-profiling_rna-sequencing-(rna-seq)_illumina,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-511_rna_seq_STAR_Unnormalized_Counts.csv,data/osdr/raw/GLDS-511_rna_seq_STAR_Unnormalized_Counts.csv,
2209,OSD-511,OSD-511_transcription-profiling_rna-sequencing-(rna-seq)_illumina,RRRM1_MG_FLT_LAR_YNG_FL5,Mus musculus,BALB/cAnNTac,,,Female,mammary gland,Space Flight,,transcription profiling,RNA Sequencing (RNA-Seq),,Rodent Flight Hardware (Transporter and Habitat),39 {day},12 h light/dark cycle,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,Hut,isoflurane anesthesia and euthanized by exsanguination/double thoracotomy,,,,Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-511_transcription-profiling_rna-sequencing-(rna-seq)_illumina,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-511_rna_seq_STAR_Unnormalized_Counts.csv,data/osdr/raw/GLDS-511_rna_seq_STAR_Unnormalized_Counts.csv,
2210,OSD-511,OSD-511_transcription-profiling_rna-sequencing-(rna-seq)_illumina,RRRM1_MG_FLT_LAR_YNG_FL6,Mus musculus,BALB/cAnNTac,,,Female,mammary gland,Space Flight,,transcription profiling,RNA Sequencing (RNA-Seq),,Rodent Flight Hardware (Transporter and Habitat),39 {day},12 h light/dark cycle,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,Hut,isoflurane anesthesia and euthanized by exsanguination/double thoracotomy,,,,Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-511_transcription-profiling_rna-sequencing-(rna-seq)_illumina,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-511_rna_seq_STAR_Unnormalized_Counts.csv,data/osdr/raw/GLDS-511_rna_seq_STAR_Unnormalized_Counts.csv,
2211,OSD-511,OSD-511_transcription-profiling_rna-sequencing-(rna-seq)_illumina,RRRM1_MG_GC_LAR_OLD_GL11,Mus musculus,BALB/cAnNTac,,,Female,mammary gland,Ground Control,,transcription profiling,RNA Sequencing (RNA-Seq),,Rodent Flight Hardware (Transporter and Habitat),39 {day},12 h light/dark cycle,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,Hut,isoflurane anesthesia and euthanized by exsanguination/double thoracotomy,,,,Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-511_transcription-profiling_rna-sequencing-(rna-seq)_illumina,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-511_rna_seq_STAR_Unnormalized_Counts.csv,data/osdr/raw/GLDS-511_rna_seq_STAR_Unnormalized_Counts.csv,
2212,OSD-511,OSD-511_transcription-profiling_rna-sequencing-(rna-seq)_illumina,RRRM1_MG_GC_LAR_OLD_GL12,Mus musculus,BALB/cAnNTac,,,Female,mammary gland,Ground Control,,transcription profiling,RNA Sequencing (RNA-Seq),,Rodent Flight Hardware (Transporter and Habitat),39 {day},12 h light/dark cycle,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,Hut,isoflurane anesthesia and euthanized by exsanguination/double thoracotomy,,,,Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-511_transcription-profiling_rna-sequencing-(rna-seq)_illumina,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-511_rna_seq_STAR_Unnormalized_Counts.csv,data/osdr/raw/GLDS-511_rna_seq_STAR_Unnormalized_Counts.csv,
2213,OSD-511,OSD-511_transcription-profiling_rna-sequencing-(rna-seq)_illumina,RRRM1_MG_GC_LAR_OLD_GL16,Mus musculus,BALB/cAnNTac,,,Female,mammary gland,Ground Control,,transcription profiling,RNA Sequencing (RNA-Seq),,Rodent Flight Hardware (Transporter and Habitat),39 {day},12 h light/dark cycle,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,Hut,isoflurane anesthesia and euthanized by exsanguination/double thoracotomy,,,,Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-511_transcription-profiling_rna-sequencing-(rna-seq)_illumina,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-511_rna_seq_STAR_Unnormalized_Counts.csv,data/osdr/raw/GLDS-511_rna_seq_STAR_Unnormalized_Counts.csv,
2214,OSD-511,OSD-511_transcription-profiling_rna-sequencing-(rna-seq)_illumina,RRRM1_MG_GC_LAR_OLD_GL3,Mus musculus,BALB/cAnNTac,,,Female,mammary gland,Ground Control,,transcription profiling,RNA Sequencing (RNA-Seq),,Rodent Flight Hardware (Transporter and Habitat),39 {day},12 h light/dark cycle,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,Hut,isoflurane anesthesia and euthanized by exsanguination/double thoracotomy,,,,Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-511_transcription-profiling_rna-sequencing-(rna-seq)_illumina,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-511_rna_seq_STAR_Unnormalized_Counts.csv,data/osdr/raw/GLDS-511_rna_seq_STAR_Unnormalized_Counts.csv,
2215,OSD-511,OSD-511_transcription-profiling_rna-sequencing-(rna-seq)_illumina,RRRM1_MG_GC_LAR_OLD_GL4,Mus musculus,BALB/cAnNTac,,,Female,mammary gland,Ground Control,,transcription profiling,RNA Sequencing (RNA-Seq),,Rodent Flight Hardware (Transporter and Habitat),39 {day},12 h light/dark cycle,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,Hut,isoflurane anesthesia and euthanized by exsanguination/double thoracotomy,,,,Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-511_transcription-profiling_rna-sequencing-(rna-seq)_illumina,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-511_rna_seq_STAR_Unnormalized_Counts.csv,data/osdr/raw/GLDS-511_rna_seq_STAR_Unnormalized_Counts.csv,
2216,OSD-511,OSD-511_transcription-profiling_rna-sequencing-(rna-seq)_illumina,RRRM1_MG_GC_LAR_OLD_GL7,Mus musculus,BALB/cAnNTac,,,Female,mammary gland,Ground Control,,transcription profiling,RNA Sequencing (RNA-Seq),,Rodent Flight Hardware (Transporter and Habitat),39 {day},12 h light/dark cycle,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,Hut,isoflurane anesthesia and euthanized by exsanguination/double thoracotomy,,,,Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-511_transcription-profiling_rna-sequencing-(rna-seq)_illumina,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-511_rna_seq_STAR_Unnormalized_Counts.csv,data/osdr/raw/GLDS-511_rna_seq_STAR_Unnormalized_Counts.csv,
2217,OSD-511,OSD-511_transcription-profiling_rna-sequencing-(rna-seq)_illumina,RRRM1_MG_GC_LAR_OLD_GL8,Mus musculus,BALB/cAnNTac,,,Female,mammary gland,Ground Control,,transcription profiling,RNA Sequencing (RNA-Seq),,Rodent Flight Hardware (Transporter and Habitat),39 {day},12 h light/dark cycle,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,Hut,isoflurane anesthesia and euthanized by exsanguination/double thoracotomy,,,,Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-511_transcription-profiling_rna-sequencing-(rna-seq)_illumina,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-511_rna_seq_STAR_Unnormalized_Counts.csv,data/osdr/raw/GLDS-511_rna_seq_STAR_Unnormalized_Counts.csv,
2218,OSD-511,OSD-511_transcription-profiling_rna-sequencing-(rna-seq)_illumina,RRRM1_MG_GC_LAR_YNG_GL1,Mus musculus,BALB/cAnNTac,,,Female,mammary gland,Ground Control,,transcription profiling,RNA Sequencing (RNA-Seq),,Rodent Flight Hardware (Transporter and Habitat),39 {day},12 h light/dark cycle,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,Hut,isoflurane anesthesia and euthanized by exsanguination/double thoracotomy,,,,Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-511_transcription-profiling_rna-sequencing-(rna-seq)_illumina,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-511_rna_seq_STAR_Unnormalized_Counts.csv,data/osdr/raw/GLDS-511_rna_seq_STAR_Unnormalized_Counts.csv,
2219,OSD-511,OSD-511_transcription-profiling_rna-sequencing-(rna-seq)_illumina,RRRM1_MG_GC_LAR_YNG_GL13,Mus musculus,BALB/cAnNTac,,,Female,mammary gland,Ground Control,,transcription profiling,RNA Sequencing (RNA-Seq),,Rodent Flight Hardware (Transporter and Habitat),39 {day},12 h light/dark cycle,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,Hut,isoflurane anesthesia and euthanized by exsanguination/double thoracotomy,,,,Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-511_transcription-profiling_rna-sequencing-(rna-seq)_illumina,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-511_rna_seq_STAR_Unnormalized_Counts.csv,data/osdr/raw/GLDS-511_rna_seq_STAR_Unnormalized_Counts.csv,
