,id.accession,id.assay name,id.sample name,study.characteristics.organism,study.characteristics.strain,study.characteristics.animal source,study.characteristics.age at launch,study.characteristics.sex,study.characteristics.material type,study.factor value.spaceflight,study.factor value.genotype,investigation.study assays.study assay measurement type,investigation.study assays.study assay technology type,assay.protocol ref,study.parameter value.habitat,study.parameter value.duration,study.parameter value.light cycle,study.parameter value.diet,study.parameter value.feeding schedule,study.parameter value.enrichment material,study.parameter value.euthanasia method,study.parameter value.age at euthanasia,study.parameter value.carcass preservation method,study.parameter value.sample weight,study.parameter value.sample preservation method,study.parameter value.sample storage temperature,study.comment.rfid,study.comment.alsda subject id,study.comment.euthanasia date,study.comment.bsp dissection date,study.comment.source description,investigation.study.comment.Project Identifier,id.assay name_rna,investigation.study assays.study assay measurement type_rna,investigation.study assays.study assay technology type_rna,study.characteristics.organism_rna,library_type,modalities_all,modalities_other,has_other_modalities,has_rna_sequencing_rna_seq,has_single_cell_rna_sequencing,counts_file,counts_path,organ system (new)
606,OSD-239,OSD-239_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,Mmus_C57-6J_FSKN_VIV_1G_JCwFOS_Rep2_G7,Mus musculus,C57BL/6J,,9 {week},Male,femoral skin,Vivarium Control,,transcription profiling,RNA Sequencing (RNA-Seq),,Vivarium Cage,,,,,,Isoflurane,,,82 {milligram},Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-239_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-239_rna_seq_Unnormalized_Counts.csv,data/osdr/raw/GLDS-239_rna_seq_Unnormalized_Counts.csv,Skin
607,OSD-239,OSD-239_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,Mmus_C57-6J_FSKN_VIV_1G_JCwFOS_Rep3_G8,Mus musculus,C57BL/6J,,9 {week},Male,femoral skin,Vivarium Control,,transcription profiling,RNA Sequencing (RNA-Seq),,Vivarium Cage,,,,,,Isoflurane,,,78.6 {milligram},Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-239_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-239_rna_seq_Unnormalized_Counts.csv,data/osdr/raw/GLDS-239_rna_seq_Unnormalized_Counts.csv,Skin
608,OSD-240,OSD-240_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,Mmus_BAL-TAL_DSKN_FLT_Rep10_F10,Mus musculus,BALB/c,Taconic Biosciences,30 {week},Female,dorsal skin,Space Flight,,transcription profiling,RNA Sequencing (RNA-Seq),,Rodent Habitat (~30 days) and vivarium cage (~30 days),,12 {hour},Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,Hut,Ketamine/xylazine,,,,RNALater,-80 {degree Celsius},,,,,,,OSD-240_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-240_rna_seq_Unnormalized_Counts.csv,data/osdr/raw/GLDS-240_rna_seq_Unnormalized_Counts.csv,Skin
609,OSD-240,OSD-240_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,Mmus_BAL-TAL_DSKN_FLT_Rep1_F1,Mus musculus,BALB/c,Taconic Biosciences,30 {week},Female,dorsal skin,Space Flight,,transcription profiling,RNA Sequencing (RNA-Seq),,Rodent Habitat (~30 days) and vivarium cage (~30 days),,12 {hour},Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,Hut,Ketamine/xylazine,,,,RNALater,-80 {degree Celsius},,,,,,,OSD-240_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-240_rna_seq_Unnormalized_Counts.csv,data/osdr/raw/GLDS-240_rna_seq_Unnormalized_Counts.csv,Skin
610,OSD-240,OSD-240_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,Mmus_BAL-TAL_DSKN_FLT_Rep2_F2,Mus musculus,BALB/c,Taconic Biosciences,30 {week},Female,dorsal skin,Space Flight,,transcription profiling,RNA Sequencing (RNA-Seq),,Rodent Habitat (~30 days) and vivarium cage (~30 days),,12 {hour},Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,Hut,Ketamine/xylazine,,,,RNALater,-80 {degree Celsius},,,,,,,OSD-240_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-240_rna_seq_Unnormalized_Counts.csv,data/osdr/raw/GLDS-240_rna_seq_Unnormalized_Counts.csv,Skin
611,OSD-240,OSD-240_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,Mmus_BAL-TAL_DSKN_FLT_Rep3_F3,Mus musculus,BALB/c,Taconic Biosciences,30 {week},Female,dorsal skin,Space Flight,,transcription profiling,RNA Sequencing (RNA-Seq),,Rodent Habitat (~30 days) and vivarium cage (~30 days),,12 {hour},Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,Hut,Ketamine/xylazine,,,,RNALater,-80 {degree Celsius},,,,,,,OSD-240_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-240_rna_seq_Unnormalized_Counts.csv,data/osdr/raw/GLDS-240_rna_seq_Unnormalized_Counts.csv,Skin
612,OSD-240,OSD-240_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,Mmus_BAL-TAL_DSKN_FLT_Rep4_F4,Mus musculus,BALB/c,Taconic Biosciences,30 {week},Female,dorsal skin,Space Flight,,transcription profiling,RNA Sequencing (RNA-Seq),,Rodent Habitat (~30 days) and vivarium cage (~30 days),,12 {hour},Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,Hut,Ketamine/xylazine,,,,RNALater,-80 {degree Celsius},,,,,,,OSD-240_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-240_rna_seq_Unnormalized_Counts.csv,data/osdr/raw/GLDS-240_rna_seq_Unnormalized_Counts.csv,Skin
613,OSD-240,OSD-240_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,Mmus_BAL-TAL_DSKN_FLT_Rep5_F5,Mus musculus,BALB/c,Taconic Biosciences,30 {week},Female,dorsal skin,Space Flight,,transcription profiling,RNA Sequencing (RNA-Seq),,Rodent Habitat (~30 days) and vivarium cage (~30 days),,12 {hour},Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,Hut,Ketamine/xylazine,,,,RNALater,-80 {degree Celsius},,,,,,,OSD-240_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-240_rna_seq_Unnormalized_Counts.csv,data/osdr/raw/GLDS-240_rna_seq_Unnormalized_Counts.csv,Skin
614,OSD-240,OSD-240_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,Mmus_BAL-TAL_DSKN_FLT_Rep6_F6,Mus musculus,BALB/c,Taconic Biosciences,30 {week},Female,dorsal skin,Space Flight,,transcription profiling,RNA Sequencing (RNA-Seq),,Rodent Habitat (~30 days) and vivarium cage (~30 days),,12 {hour},Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,Hut,Ketamine/xylazine,,,,RNALater,-80 {degree Celsius},,,,,,,OSD-240_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-240_rna_seq_Unnormalized_Counts.csv,data/osdr/raw/GLDS-240_rna_seq_Unnormalized_Counts.csv,Skin
615,OSD-240,OSD-240_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,Mmus_BAL-TAL_DSKN_FLT_Rep7_F7,Mus musculus,BALB/c,Taconic Biosciences,30 {week},Female,dorsal skin,Space Flight,,transcription profiling,RNA Sequencing (RNA-Seq),,Rodent Habitat (~30 days) and vivarium cage (~30 days),,12 {hour},Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,Hut,Ketamine/xylazine,,,,RNALater,-80 {degree Celsius},,,,,,,OSD-240_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-240_rna_seq_Unnormalized_Counts.csv,data/osdr/raw/GLDS-240_rna_seq_Unnormalized_Counts.csv,Skin
616,OSD-240,OSD-240_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,Mmus_BAL-TAL_DSKN_FLT_Rep8_F8,Mus musculus,BALB/c,Taconic Biosciences,30 {week},Female,dorsal skin,Space Flight,,transcription profiling,RNA Sequencing (RNA-Seq),,Rodent Habitat (~30 days) and vivarium cage (~30 days),,12 {hour},Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,Hut,Ketamine/xylazine,,,,RNALater,-80 {degree Celsius},,,,,,,OSD-240_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-240_rna_seq_Unnormalized_Counts.csv,data/osdr/raw/GLDS-240_rna_seq_Unnormalized_Counts.csv,Skin
617,OSD-240,OSD-240_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,Mmus_BAL-TAL_DSKN_FLT_Rep9_F9,Mus musculus,BALB/c,Taconic Biosciences,30 {week},Female,dorsal skin,Space Flight,,transcription profiling,RNA Sequencing (RNA-Seq),,Rodent Habitat (~30 days) and vivarium cage (~30 days),,12 {hour},Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,Hut,Ketamine/xylazine,,,,RNALater,-80 {degree Celsius},,,,,,,OSD-240_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-240_rna_seq_Unnormalized_Counts.csv,data/osdr/raw/GLDS-240_rna_seq_Unnormalized_Counts.csv,Skin
618,OSD-240,OSD-240_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,Mmus_BAL-TAL_DSKN_GC_Rep10_G10,Mus musculus,BALB/c,Taconic Biosciences,30 {week},Female,dorsal skin,Ground Control,,transcription profiling,RNA Sequencing (RNA-Seq),,Rodent Habitat (~30 days) and vivarium cage (~30 days),,12 {hour},Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,Hut,Ketamine/xylazine,,,,RNALater,-80 {degree Celsius},,,,,,,OSD-240_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-240_rna_seq_Unnormalized_Counts.csv,data/osdr/raw/GLDS-240_rna_seq_Unnormalized_Counts.csv,Skin
619,OSD-240,OSD-240_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,Mmus_BAL-TAL_DSKN_GC_Rep1_G1,Mus musculus,BALB/c,Taconic Biosciences,30 {week},Female,dorsal skin,Ground Control,,transcription profiling,RNA Sequencing (RNA-Seq),,Rodent Habitat (~30 days) and vivarium cage (~30 days),,12 {hour},Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,Hut,Ketamine/xylazine,,,,RNALater,-80 {degree Celsius},,,,,,,OSD-240_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-240_rna_seq_Unnormalized_Counts.csv,data/osdr/raw/GLDS-240_rna_seq_Unnormalized_Counts.csv,Skin
620,OSD-240,OSD-240_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,Mmus_BAL-TAL_DSKN_GC_Rep2_G2,Mus musculus,BALB/c,Taconic Biosciences,30 {week},Female,dorsal skin,Ground Control,,transcription profiling,RNA Sequencing (RNA-Seq),,Rodent Habitat (~30 days) and vivarium cage (~30 days),,12 {hour},Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,Hut,Ketamine/xylazine,,,,RNALater,-80 {degree Celsius},,,,,,,OSD-240_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-240_rna_seq_Unnormalized_Counts.csv,data/osdr/raw/GLDS-240_rna_seq_Unnormalized_Counts.csv,Skin
621,OSD-240,OSD-240_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,Mmus_BAL-TAL_DSKN_GC_Rep3_G3,Mus musculus,BALB/c,Taconic Biosciences,30 {week},Female,dorsal skin,Ground Control,,transcription profiling,RNA Sequencing (RNA-Seq),,Rodent Habitat (~30 days) and vivarium cage (~30 days),,12 {hour},Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,Hut,Ketamine/xylazine,,,,RNALater,-80 {degree Celsius},,,,,,,OSD-240_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-240_rna_seq_Unnormalized_Counts.csv,data/osdr/raw/GLDS-240_rna_seq_Unnormalized_Counts.csv,Skin
622,OSD-240,OSD-240_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,Mmus_BAL-TAL_DSKN_GC_Rep4_G4,Mus musculus,BALB/c,Taconic Biosciences,30 {week},Female,dorsal skin,Ground Control,,transcription profiling,RNA Sequencing (RNA-Seq),,Rodent Habitat (~30 days) and vivarium cage (~30 days),,12 {hour},Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,Hut,Ketamine/xylazine,,,,RNALater,-80 {degree Celsius},,,,,,,OSD-240_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-240_rna_seq_Unnormalized_Counts.csv,data/osdr/raw/GLDS-240_rna_seq_Unnormalized_Counts.csv,Skin
623,OSD-240,OSD-240_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,Mmus_BAL-TAL_DSKN_GC_Rep5_G5,Mus musculus,BALB/c,Taconic Biosciences,30 {week},Female,dorsal skin,Ground Control,,transcription profiling,RNA Sequencing (RNA-Seq),,Rodent Habitat (~30 days) and vivarium cage (~30 days),,12 {hour},Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,Hut,Ketamine/xylazine,,,,RNALater,-80 {degree Celsius},,,,,,,OSD-240_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-240_rna_seq_Unnormalized_Counts.csv,data/osdr/raw/GLDS-240_rna_seq_Unnormalized_Counts.csv,Skin
624,OSD-240,OSD-240_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,Mmus_BAL-TAL_DSKN_GC_Rep6_G6,Mus musculus,BALB/c,Taconic Biosciences,30 {week},Female,dorsal skin,Ground Control,,transcription profiling,RNA Sequencing (RNA-Seq),,Rodent Habitat (~30 days) and vivarium cage (~30 days),,12 {hour},Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,Hut,Ketamine/xylazine,,,,RNALater,-80 {degree Celsius},,,,,,,OSD-240_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-240_rna_seq_Unnormalized_Counts.csv,data/osdr/raw/GLDS-240_rna_seq_Unnormalized_Counts.csv,Skin
625,OSD-240,OSD-240_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,Mmus_BAL-TAL_DSKN_GC_Rep7_G7,Mus musculus,BALB/c,Taconic Biosciences,30 {week},Female,dorsal skin,Ground Control,,transcription profiling,RNA Sequencing (RNA-Seq),,Rodent Habitat (~30 days) and vivarium cage (~30 days),,12 {hour},Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,Hut,Ketamine/xylazine,,,,RNALater,-80 {degree Celsius},,,,,,,OSD-240_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-240_rna_seq_Unnormalized_Counts.csv,data/osdr/raw/GLDS-240_rna_seq_Unnormalized_Counts.csv,Skin
626,OSD-240,OSD-240_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,Mmus_BAL-TAL_DSKN_GC_Rep8_G8,Mus musculus,BALB/c,Taconic Biosciences,30 {week},Female,dorsal skin,Ground Control,,transcription profiling,RNA Sequencing (RNA-Seq),,Rodent Habitat (~30 days) and vivarium cage (~30 days),,12 {hour},Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,Hut,Ketamine/xylazine,,,,RNALater,-80 {degree Celsius},,,,,,,OSD-240_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-240_rna_seq_Unnormalized_Counts.csv,data/osdr/raw/GLDS-240_rna_seq_Unnormalized_Counts.csv,Skin
627,OSD-240,OSD-240_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,Mmus_BAL-TAL_DSKN_GC_Rep9_G9,Mus musculus,BALB/c,Taconic Biosciences,30 {week},Female,dorsal skin,Ground Control,,transcription profiling,RNA Sequencing (RNA-Seq),,Rodent Habitat (~30 days) and vivarium cage (~30 days),,12 {hour},Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,Hut,Ketamine/xylazine,,,,RNALater,-80 {degree Celsius},,,,,,,OSD-240_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-240_rna_seq_Unnormalized_Counts.csv,data/osdr/raw/GLDS-240_rna_seq_Unnormalized_Counts.csv,Skin
628,OSD-241,OSD-241_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,Mmus_BAL-TAL_FSKN_FLT_Rep1_F1,Mus musculus,BALB/c,Taconic Biosciences,30 {week},Female,femoral lateral skin,Space Flight,,transcription profiling,RNA Sequencing (RNA-Seq),,Rodent Habitat (~30 days) and vivarium cage (~30 days),,12 {hour},Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,Hut,Ketamine/xylazine,,,,RNALater,-80 {degree Celsius},,,,,,,OSD-241_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-241_rna_seq_Unnormalized_Counts.csv,data/osdr/raw/GLDS-241_rna_seq_Unnormalized_Counts.csv,Skin
629,OSD-241,OSD-241_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,Mmus_BAL-TAL_FSKN_FLT_Rep2_F2,Mus musculus,BALB/c,Taconic Biosciences,30 {week},Female,femoral lateral skin,Space Flight,,transcription profiling,RNA Sequencing (RNA-Seq),,Rodent Habitat (~30 days) and vivarium cage (~30 days),,12 {hour},Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,Hut,Ketamine/xylazine,,,,RNALater,-80 {degree Celsius},,,,,,,OSD-241_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-241_rna_seq_Unnormalized_Counts.csv,data/osdr/raw/GLDS-241_rna_seq_Unnormalized_Counts.csv,Skin
630,OSD-241,OSD-241_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,Mmus_BAL-TAL_FSKN_FLT_Rep3_F3,Mus musculus,BALB/c,Taconic Biosciences,30 {week},Female,femoral lateral skin,Space Flight,,transcription profiling,RNA Sequencing (RNA-Seq),,Rodent Habitat (~30 days) and vivarium cage (~30 days),,12 {hour},Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,Hut,Ketamine/xylazine,,,,RNALater,-80 {degree Celsius},,,,,,,OSD-241_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-241_rna_seq_Unnormalized_Counts.csv,data/osdr/raw/GLDS-241_rna_seq_Unnormalized_Counts.csv,Skin
631,OSD-241,OSD-241_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,Mmus_BAL-TAL_FSKN_FLT_Rep4_F4,Mus musculus,BALB/c,Taconic Biosciences,30 {week},Female,femoral lateral skin,Space Flight,,transcription profiling,RNA Sequencing (RNA-Seq),,Rodent Habitat (~30 days) and vivarium cage (~30 days),,12 {hour},Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,Hut,Ketamine/xylazine,,,,RNALater,-80 {degree Celsius},,,,,,,OSD-241_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-241_rna_seq_Unnormalized_Counts.csv,data/osdr/raw/GLDS-241_rna_seq_Unnormalized_Counts.csv,Skin
632,OSD-241,OSD-241_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,Mmus_BAL-TAL_FSKN_FLT_Rep5_F5,Mus musculus,BALB/c,Taconic Biosciences,30 {week},Female,femoral lateral skin,Space Flight,,transcription profiling,RNA Sequencing (RNA-Seq),,Rodent Habitat (~30 days) and vivarium cage (~30 days),,12 {hour},Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,Hut,Ketamine/xylazine,,,,RNALater,-80 {degree Celsius},,,,,,,OSD-241_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-241_rna_seq_Unnormalized_Counts.csv,data/osdr/raw/GLDS-241_rna_seq_Unnormalized_Counts.csv,Skin
633,OSD-241,OSD-241_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,Mmus_BAL-TAL_FSKN_FLT_Rep6_F6,Mus musculus,BALB/c,Taconic Biosciences,30 {week},Female,femoral lateral skin,Space Flight,,transcription profiling,RNA Sequencing (RNA-Seq),,Rodent Habitat (~30 days) and vivarium cage (~30 days),,12 {hour},Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,Hut,Ketamine/xylazine,,,,RNALater,-80 {degree Celsius},,,,,,,OSD-241_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-241_rna_seq_Unnormalized_Counts.csv,data/osdr/raw/GLDS-241_rna_seq_Unnormalized_Counts.csv,Skin
634,OSD-241,OSD-241_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,Mmus_BAL-TAL_FSKN_FLT_Rep7_F7,Mus musculus,BALB/c,Taconic Biosciences,30 {week},Female,femoral lateral skin,Space Flight,,transcription profiling,RNA Sequencing (RNA-Seq),,Rodent Habitat (~30 days) and vivarium cage (~30 days),,12 {hour},Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,Hut,Ketamine/xylazine,,,,RNALater,-80 {degree Celsius},,,,,,,OSD-241_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-241_rna_seq_Unnormalized_Counts.csv,data/osdr/raw/GLDS-241_rna_seq_Unnormalized_Counts.csv,Skin
635,OSD-241,OSD-241_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,Mmus_BAL-TAL_FSKN_FLT_Rep8_F9,Mus musculus,BALB/c,Taconic Biosciences,30 {week},Female,femoral lateral skin,Space Flight,,transcription profiling,RNA Sequencing (RNA-Seq),,Rodent Habitat (~30 days) and vivarium cage (~30 days),,12 {hour},Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,Hut,Ketamine/xylazine,,,,RNALater,-80 {degree Celsius},,,,,,,OSD-241_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-241_rna_seq_Unnormalized_Counts.csv,data/osdr/raw/GLDS-241_rna_seq_Unnormalized_Counts.csv,Skin
636,OSD-241,OSD-241_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,Mmus_BAL-TAL_FSKN_FLT_Rep9_F10,Mus musculus,BALB/c,Taconic Biosciences,30 {week},Female,femoral lateral skin,Space Flight,,transcription profiling,RNA Sequencing (RNA-Seq),,Rodent Habitat (~30 days) and vivarium cage (~30 days),,12 {hour},Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,Hut,Ketamine/xylazine,,,,RNALater,-80 {degree Celsius},,,,,,,OSD-241_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-241_rna_seq_Unnormalized_Counts.csv,data/osdr/raw/GLDS-241_rna_seq_Unnormalized_Counts.csv,Skin
637,OSD-241,OSD-241_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,Mmus_BAL-TAL_FSKN_GC_Rep10_G10,Mus musculus,BALB/c,Taconic Biosciences,30 {week},Female,femoral lateral skin,Ground Control,,transcription profiling,RNA Sequencing (RNA-Seq),,Rodent Habitat (~30 days) and vivarium cage (~30 days),,12 {hour},Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,Hut,Ketamine/xylazine,,,,RNALater,-80 {degree Celsius},,,,,,,OSD-241_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-241_rna_seq_Unnormalized_Counts.csv,data/osdr/raw/GLDS-241_rna_seq_Unnormalized_Counts.csv,Skin
